year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,date
2020,9,20,6,14.9,-41.5,tropical storm,0.0,35,1007,90.0,0.0,2020-09-20
2020,6,23,18,39.8,-61.6,tropical storm,0.0,40,1000,60.0,0.0,2020-06-23
2020,7,6,18,41.7,-47.8,tropical storm,0.0,40,1005,120.0,0.0,2020-07-06
2020,8,15,6,18.4,-58.3,tropical storm,0.0,40,1005,80.0,0.0,2020-08-15
2020,9,10,18,18.8,-36.3,tropical storm,0.0,40,1002,80.0,0.0,2020-09-10
2020,5,27,13,32.9,-79.7,tropical storm,0.0,45,1005,20.0,0.0,2020-05-27
2020,8,15,12,38.8,-66.7,tropical storm,0.0,45,1000,70.0,0.0,2020-08-15
2020,9,16,0,21.4,-32.6,tropical storm,0.0,45,1004,120.0,0.0,2020-09-16
2020,5,19,6,36.8,-71.4,tropical storm,0.0,50,990,310.0,0.0,2020-05-19
2020,6,6,6,23.0,-90.1,tropical storm,0.0,50,994,300.0,0.0,2020-06-06
2020,7,10,18,38.9,-74.4,tropical storm,0.0,50,998,160.0,0.0,2020-07-10
2020,9,20,18,27.5,-93.6,tropical storm,0.0,55,996,210.0,0.0,2020-09-20
2020,10,5,18,16.4,-79.1,tropical storm,0.0,55,985,110.0,0.0,2020-10-05
2020,7,23,12,9.7,-47.6,tropical storm,0.0,55,997,50.0,0.0,2020-07-23
2020,11,17,18,13.7,-85.7,tropical storm,0.0,55,988,210.0,0.0,2020-11-17
2020,9,15,18,14.2,-47.4,tropical storm,0.0,55,997,240.0,0.0,2020-09-15
2020,10,26,0,47.2,-41.2,tropical storm,0.0,60,968,560.0,0.0,2020-10-26
2020,11,11,18,26.8,-83.7,tropical storm,0.0,60,990,190.0,0.0,2020-11-11
2020,10,3,18,20.4,-87.5,tropical storm,0.0,60,980,120.0,0.0,2020-10-03
2020,7,25,6,27.1,-95.3,tropical storm,0.0,60,988,150.0,0.0,2020-07-25
2020,8,4,12,37.7,-76.8,tropical storm,0.0,60,993,160.0,0.0,2020-08-04
2020,8,25,6,22.8,-84.8,tropical storm,0.0,60,995,230.0,0.0,2020-08-25
2020,8,23,6,23.2,-86.7,tropical storm,0.0,60,994,80.0,0.0,2020-08-23
2020,9,3,0,17.0,-86.8,tropical storm,0.0,60,994,100.0,0.0,2020-09-03
2020,9,12,18,28.0,-57.8,tropical storm,0.0,60,984,270.0,0.0,2020-09-12
2020,9,16,18,31.1,-87.2,tropical storm,0.0,60,982,200.0,0.0,2020-09-16
2020,11,12,0,31.1,-31.9,tropical storm,0.0,60,987,280.0,0.0,2020-11-12
2020,10,29,6,32.8,-87.5,tropical storm,0.0,60,986,150.0,0.0,2020-10-29
2020,10,3,16,20.2,-87.4,hurricane,0.0,65,978,120.0,15.0,2020-10-03
2020,8,23,18,25.3,-87.4,hurricane,0.0,65,992,130.0,15.0,2020-08-23
2020,9,3,6,16.8,-88.3,hurricane,0.0,65,994,100.0,10.0,2020-09-03
2020,7,25,23,26.7,-97.5,hurricane,1.0,80,974,170.0,45.0,2020-07-25
2020,8,4,3,33.9,-78.5,hurricane,1.0,80,986,170.0,40.0,2020-08-04
2020,9,15,12,37.6,-59.5,hurricane,1.0,90,965,380.0,100.0,2020-09-15
2020,9,16,9,30.3,-87.7,hurricane,1.0,95,965,180.0,55.0,2020-09-16
2020,10,22,0,29.5,-60.4,hurricane,2.0,100,952,450.0,35.0,2020-10-22
2020,10,28,21,29.2,-90.6,hurricane,2.0,100,970,190.0,35.0,2020-10-28
2020,10,6,18,18.5,-83.3,hurricane,3.0,120,953,160.0,40.0,2020-10-06
2020,9,18,0,20.4,-54.4,hurricane,3.0,120,945,330.0,90.0,2020-09-18
2020,11,3,6,14.0,-82.9,hurricane,4.0,130,922,160.0,40.0,2020-11-03
2020,8,27,6,29.8,-93.3,hurricane,4.0,130,939,230.0,80.0,2020-08-27
2020,11,16,12,13.5,-81.5,hurricane,4.0,135,917,310.0,70.0,2020-11-16
2021,6,14,12,34.0,-74.5,tropical depression,0.0,30,1005,0.0,0.0,2021-06-14
2021,6,21,0,34.2,-81.2,tropical depression,0.0,30,1007,0.0,0.0,2021-06-21
2021,6,29,0,32.4,-80.7,tropical depression,0.0,30,1011,0.0,0.0,2021-06-29
2021,6,30,18,9.4,-42.8,tropical depression,0.0,30,1008,0.0,0.0,2021-06-30
2021,8,13,18,22.3,-79.0,tropical depression,0.0,30,1011,0.0,0.0,2021-08-13
2021,8,16,6,17.2,-69.6,tropical depression,0.0,30,1010,0.0,0.0,2021-08-16
2021,8,23,0,41.8,-73.0,tropical depression,0.0,30,1000,0.0,0.0,2021-08-23
2021,8,31,0,33.0,-90.0,tropical depression,0.0,30,996,0.0,0.0,2021-08-31
2021,8,29,0,32.6,-50.1,tropical depression,0.0,30,1006,0.0,0.0,2021-08-29
2021,9,1,12,26.6,-52.3,tropical depression,0.0,30,1009,0.0,0.0,2021-09-01
2021,8,31,18,11.5,-20.6,tropical depression,0.0,30,1006,0.0,0.0,2021-08-31
2021,9,9,18,31.7,-79.4,tropical depression,0.0,30,1005,0.0,0.0,2021-09-09
2021,9,15,6,30.2,-93.8,tropical depression,0.0,30,1004,0.0,0.0,2021-09-15
2021,9,22,18,21.7,-66.9,tropical depression,0.0,30,1008,0.0,0.0,2021-09-22
2021,9,22,6,23.1,-38.1,tropical depression,0.0,30,1009,0.0,0.0,2021-09-22
2021,9,23,0,10.2,-34.4,tropical depression,0.0,30,1008,0.0,0.0,2021-09-23
2021,10,4,0,17.2,-42.1,tropical depression,0.0,30,1007,0.0,0.0,2021-10-04
2021,5,23,6,35.4,-61.1,tropical storm,0.0,40,1004,40.0,0.0,2021-05-23
2021,6,22,0,38.4,-70.7,tropical storm,0.0,40,1004,150.0,0.0,2021-06-22
2021,6,28,18,32.0,-79.5,tropical storm,0.0,40,1009,70.0,0.0,2021-06-28
2021,8,30,12,21.3,-50.8,tropical storm,0.0,40,1004,40.0,0.0,2021-08-30
2021,9,18,6,37.6,-70.1,tropical storm,0.0,40,1005,210.0,0.0,2021-09-18
2021,9,21,0,19.6,-62.3,tropical storm,0.0,45,1007,150.0,0.0,2021-09-21
2021,11,6,6,37.6,-38.3,tropical storm,0.0,45,1000,110.0,0.0,2021-11-06
2021,8,30,6,38.9,-40.0,tropical storm,0.0,50,993,130.0,0.0,2021-08-30
2021,9,9,1,29.7,-85.1,tropical storm,0.0,50,1000,40.0,0.0,2021-09-09
2021,9,21,0,18.8,-35.3,tropical storm,0.0,50,1004,120.0,0.0,2021-09-21
2021,6,15,12,39.4,-64.0,tropical storm,0.0,55,992,80.0,0.0,2021-06-15
2021,8,16,19,29.7,-85.4,tropical storm,0.0,55,991,140.0,0.0,2021-08-16
2021,8,27,12,20.4,-81.7,tropical storm,0.0,55,996,120.0,0.0,2021-08-27
2021,9,13,18,27.0,-96.6,tropical storm,0.0,55,998,140.0,0.0,2021-09-13
2021,10,1,18,11.8,-33.9,tropical storm,0.0,55,997,200.0,0.0,2021-10-01
2021,7,6,18,25.5,-82.9,tropical storm,0.0,60,997,130.0,0.0,2021-07-06
2021,8,21,12,20.2,-98.0,tropical storm,0.0,60,988,120.0,0.0,2021-08-21
2021,8,21,6,32.5,-73.4,tropical storm,0.0,60,993,170.0,0.0,2021-08-21
2021,9,2,0,12.7,-30.0,tropical storm,0.0,60,996,110.0,0.0,2021-09-02
2021,9,24,0,11.1,-40.3,tropical storm,0.0,60,997,70.0,0.0,2021-09-24
2021,8,22,6,39.4,-71.0,hurricane,0.0,65,986,160.0,30.0,2021-08-22
2021,9,14,6,28.8,-95.7,hurricane,0.0,65,991,190.0,25.0,2021-09-14
2021,7,2,18,13.8,-62.4,hurricane,1.0,75,991,210.0,20.0,2021-07-02
2021,8,21,5,20.6,-97.1,hurricane,2.0,105,967,210.0,60.0,2021-08-21
2021,9,6,0,20.7,-51.2,hurricane,2.0,110,953,290.0,100.0,2021-09-06
2021,8,29,16,29.1,-90.2,hurricane,4.0,130,931,220.0,65.0,2021-08-29
2021,9,26,18,14.1,-50.3,hurricane,4.0,135,927,150.0,45.0,2021-09-26
